Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Unnamed: 6,Student Name
1,68,No,5,9,45,,Simran Kaur
4,66,Yes,5,4,48,,Sarah Joseph
4,76,Yes,4,7,61,,Harleen Kaur
1,88,Yes,4,9,59,,Manvir Sandhu
2,73,No,4,0,50,,Ethan Paul
1,57,No,7,2,33,,Jacob Mathew
6,81,No,4,8,65,,Manvir Sandhu
3,49,Yes,4,0,26,,Harsimran Gill
7,77,Yes,4,7,69,,Riya Sharma
5,98,No,9,5,87,,Harnoor Brar
9,83,Yes,8,9,85,,Nathan Gomes
7,56,Yes,9,4,46,,Zayan Ali
4,98,No,8,5,82,,Kirandeep Grewal
5,52,Yes,7,4,36,,Lakshya Verma
5,91,Yes,7,8,77,,Isha Saxena
5,99,No,5,1,85,,Faizan Ahmad
9,87,Yes,9,9,85,,Zoya Khan
3,81,Yes,8,5,62,,Jacob Mathew
6,66,Yes,7,3,54,,Aarav Sharma
8,92,Yes,7,2,89,,Harleen Kaur
9,41,No,9,4,35,,Ananya Joshi
7,73,No,5,1,65,,Gurpreet Bedi
3,70,Yes,4,2,52,,Hannah Daniel
1,62,No,6,6,37,,John DSouza
4,46,No,5,0,27,,Jasleen Bajwa
6,77,No,6,1,60,,Vivaan Mehta
3,72,Yes,5,2,52,,Arjun Singh
1,51,Yes,5,9,28,,Ishaan Tripathi
6,84,No,4,6,72,,Eliza Francis
1,51,No,7,3,23,,Navneet Dhillon
9,58,No,8,7,59,,Imran Qureshi
1,48,No,5,7,20,,Ethan Paul
6,49,Yes,4,0,38,,Meher Jahan
1,56,No,6,4,31,,Simran Kaur
7,89,Yes,9,0,81,,Krish Choudhary
3,79,Yes,9,6,66,,Sana Qureshi
6,78,Yes,7,3,68,,Ayaan Khan
7,80,Yes,9,7,75,,Saanvi Patel
1,49,Yes,5,7,24,,Aaron Fernandes
1,51,Yes,6,8,26,,Rachel Pinto
5,54,Yes,5,5,39,,Hina Parveen
6,70,No,9,6,61,,Khushi Rathi
9,54,Yes,8,6,52,,Rehan Siddiqui
1,67,No,9,4,38,,Ayesha Fatima
4,43,No,8,6,25,,Sarah Joseph
8,75,No,9,8,73,,Grace DCosta
9,94,No,7,3,93,,Manvir Sandhu
3,40,No,6,1,16,,Rehan Siddiqui
2,97,Yes,8,7,75,,Zoya Khan
4,83,Yes,4,6,64,,Ayesha Fatima
2,96,No,7,5,77,,Krish Choudhary
1,73,No,5,6,44,,Ishaan Tripathi
3,86,No,9,2,66,,Eliza Francis
7,56,Yes,6,5,48,,Zayan Ali
1,78,No,6,9,50,,Faizan Ahmad
2,77,Yes,9,6,56,,Sarah Joseph
1,83,Yes,4,6,55,,Jasleen Bajwa
8,90,No,8,4,83,,Riya Sharma
5,72,Yes,9,2,58,,Navneet Dhillon
8,99,Yes,6,1,93,,Vivaan Mehta
3,60,Yes,4,6,38,,Imran Qureshi
7,65,No,4,3,55,,Aaron Fernandes
8,85,No,5,1,80,,Simran Kaur
6,75,No,4,7,64,,Ayaan Khan
7,44,No,7,1,37,,Nathan Gomes
2,72,No,6,5,49,,Hina Parveen
8,40,No,7,3,33,,Lakshya Verma
5,92,No,4,8,78,,Ethan Paul
7,45,No,4,4,31,,Saanvi Patel
1,76,Yes,7,3,53,,Khushi Rathi
5,41,No,5,7,25,,John DSouza
1,96,Yes,4,2,69,,Ananya Joshi
8,92,Yes,7,8,89,,Aarav Sharma
4,98,No,7,7,80,,Hannah Daniel
4,98,Yes,6,7,80,,Sana Qureshi
2,44,Yes,5,9,22,,Kirandeep Grewal
5,65,No,8,4,52,,Rachel Pinto
1,80,Yes,7,0,59,,Isha Saxena
9,90,No,6,9,88,,Arjun Singh
5,92,Yes,8,8,81,,Harsimran Gill
6,86,Yes,6,1,79,,Grace DCosta
2,52,No,6,0,28,,Harleen Kaur
1,51,Yes,9,5,28,,Gurpreet Bedi
4,44,Yes,5,0,19,,Jacob Mathew
7,41,No,4,9,31,,Harnoor Brar
6,98,No,5,9,87,,Meher Jahan
1,43,Yes,8,9,17,,Lakshya Verma
1,98,Yes,9,6,75,,Navneet Dhillon
8,66,No,5,6,61,,Nathan Gomes
4,89,Yes,4,0,72,,Manvir Sandhu
5,92,No,5,9,78,,Jasleen Bajwa
7,49,No,5,4,36,,Grace DCosta
8,52,No,5,2,45,,Ishaan Tripathi
7,83,Yes,7,1,74,,Ayaan Khan
2,41,Yes,7,4,17,,Harnoor Brar
4,65,Yes,5,4,47,,Ananya Joshi
1,54,No,4,1,25,,Zoya Khan
9,85,Yes,4,5,81,,Arjun Singh
3,96,No,4,6,74,,Eliza Francis
3,49,Yes,4,0,30,,Kirandeep Grewal
9,61,No,9,2,59,,Khushi Rathi
3,79,No,9,3,60,,Rachel Pinto
8,64,Yes,6,1,58,,Imran Qureshi
2,54,No,5,9,28,,Rehan Siddiqui
3,52,Yes,5,4,33,,Saanvi Patel
2,47,Yes,6,3,30,,Aarav Sharma
1,60,Yes,4,1,31,,Ethan Paul
2,60,Yes,8,0,36,,Gurpreet Bedi
8,61,Yes,8,7,56,,Harleen Kaur
9,85,No,6,1,82,,Simran Kaur
2,72,Yes,8,3,50,,Riya Sharma
7,84,No,7,9,76,,Meher Jahan
5,66,Yes,5,4,52,,Sarah Joseph
3,79,No,8,1,60,,Ayesha Fatima
9,89,No,9,9,91,,Isha Saxena
6,61,Yes,9,8,52,,Krish Choudhary
1,69,No,7,1,43,,Vivaan Mehta
5,48,Yes,5,5,32,,Sana Qureshi
7,84,Yes,7,6,77,,Hannah Daniel
4,74,Yes,5,5,55,,Hina Parveen
8,57,No,5,3,52,,Aaron Fernandes
5,81,No,8,0,68,,John DSouza
9,44,No,9,1,41,,Faizan Ahmad
9,66,No,6,9,63,,Harsimran Gill
9,96,Yes,8,9,99,,Jacob Mathew
1,45,Yes,4,5,17,,Zayan Ali
2,71,No,7,7,47,,Riya Sharma
3,47,No,4,2,24,,Jacob Mathew
4,95,Yes,5,6,80,,Ananya Joshi
9,78,No,8,8,79,,Kirandeep Grewal
6,60,Yes,4,3,49,,Vivaan Mehta
1,57,No,4,6,27,,Zayan Ali
9,53,No,9,6,51,,Arjun Singh
6,54,No,4,9,41,,Imran Qureshi
4,81,Yes,9,8,67,,Gurpreet Bedi
4,65,Yes,9,2,48,,Ishaan Tripathi
3,92,No,5,0,72,,Meher Jahan
7,83,No,9,7,75,,Khushi Rathi
3,71,No,5,3,48,,Grace DCosta
2,78,No,9,1,58,,Faizan Ahmad
8,67,No,9,4,62,,Eliza Francis
4,99,No,5,3,83,,Hannah Daniel
8,78,No,4,0,68,,Sana Qureshi
1,82,No,7,6,55,,Ayesha Fatima
5,71,Yes,8,3,55,,Harnoor Brar
9,52,Yes,8,7,49,,John DSouza
1,54,Yes,5,8,27,,Ethan Paul
4,57,Yes,4,7,38,,Harsimran Gill
6,78,No,7,0,66,,Aarav Sharma
8,45,Yes,6,7,37,,Rehan Siddiqui
3,94,Yes,5,4,72,,Sarah Joseph
5,50,No,6,0,34,,Nathan Gomes
7,71,Yes,8,8,68,,Ayaan Khan
1,79,Yes,8,8,56,,Manvir Sandhu
7,59,Yes,7,6,52,,Navneet Dhillon
8,72,Yes,7,6,67,,Krish Choudhary
8,79,Yes,6,0,69,,Simran Kaur
9,47,No,8,8,45,,Rachel Pinto
6,90,No,7,0,76,,Jasleen Bajwa
6,74,No,7,6,65,,Zoya Khan
2,44,Yes,8,8,26,,Lakshya Verma
3,74,Yes,8,8,54,,Isha Saxena
4,86,Yes,4,4,68,,Saanvi Patel
4,53,No,9,5,34,,Hina Parveen
8,60,Yes,7,1,56,,Aaron Fernandes
1,86,Yes,6,1,63,,Harleen Kaur
4,63,Yes,5,9,47,,Jasleen Bajwa
4,56,Yes,5,8,40,,Arjun Singh
1,57,No,8,0,31,,Harnoor Brar
3,73,No,9,9,56,,Faizan Ahmad
5,51,Yes,6,4,36,,Harleen Kaur
6,55,No,4,6,41,,Sana Qureshi
9,43,No,7,9,43,,Aarav Sharma
9,64,No,4,5,61,,Simran Kaur
9,73,Yes,6,5,69,,Nathan Gomes
1,67,No,4,5,44,,Rehan Siddiqui
9,85,No,8,7,82,,Lakshya Verma
8,50,Yes,5,6,48,,Riya Sharma
2,52,No,8,4,27,,Zayan Ali
1,70,No,7,9,45,,Aaron Fernandes
1,99,No,8,1,75,,Ethan Paul
6,64,Yes,6,9,54,,Hina Parveen
9,78,Yes,6,5,76,,Manvir Sandhu
7,49,No,7,9,44,,Hannah Daniel
5,63,Yes,7,4,50,,Khushi Rathi
2,40,Yes,5,3,17,,Navneet Dhillon
1,92,Yes,4,9,66,,Kirandeep Grewal
2,64,No,5,4,42,,John DSouza
1,67,No,8,8,42,,Ishaan Tripathi
3,75,Yes,4,1,56,,Rachel Pinto
6,57,No,7,5,48,,Jacob Mathew
8,45,Yes,6,8,40,,Krish Choudhary
3,41,Yes,8,9,24,,Vivaan Mehta
9,42,No,5,4,38,,Harsimran Gill
5,85,Yes,9,5,73,,Grace DCosta
7,47,Yes,9,9,40,,Gurpreet Bedi
8,70,Yes,7,3,62,,Ananya Joshi
3,87,Yes,4,4,65,,Zoya Khan
2,58,No,9,7,37,,Ayaan Khan
2,89,Yes,4,0,68,,Saanvi Patel
5,45,No,6,0,30,,Imran Qureshi
1,53,Yes,7,9,31,,Eliza Francis
2,42,No,7,3,15,,Sarah Joseph
9,87,Yes,8,9,89,,Meher Jahan
7,40,Yes,8,2,33,,Isha Saxena
6,83,No,4,4,72,,Ayesha Fatima
9,69,No,9,9,64,,Ayaan Khan
7,85,Yes,9,7,78,,Meher Jahan
5,58,Yes,5,0,40,,Vivaan Mehta
9,93,Yes,4,4,91,,Hina Parveen
6,58,Yes,9,4,49,,Rehan Siddiqui
6,48,Yes,8,1,38,,Riya Sharma
4,46,No,8,4,28,,Gurpreet Bedi
1,85,No,8,7,62,,Aarav Sharma
5,76,Yes,4,9,62,,Rachel Pinto
9,89,No,7,6,89,,Kirandeep Grewal
8,80,No,5,1,74,,Harsimran Gill
8,92,Yes,5,5,85,,Eliza Francis
5,46,No,8,9,33,,Ethan Paul
9,48,Yes,6,0,41,,Jasleen Bajwa
3,43,No,4,9,24,,Krish Choudhary
3,64,No,9,9,47,,Imran Qureshi
1,88,No,9,2,65,,Zoya Khan
9,51,No,7,5,50,,Sana Qureshi
6,45,No,8,8,35,,Simran Kaur
2,57,Yes,6,0,30,,Jacob Mathew
8,79,No,8,5,76,,John DSouza
9,60,Yes,6,1,55,,Lakshya Verma
9,54,No,5,8,49,,Grace DCosta
2,42,No,6,1,19,,Faizan Ahmad
2,41,No,5,2,15,,Harleen Kaur
7,95,Yes,5,1,86,,Ayesha Fatima
4,94,No,4,3,77,,Saanvi Patel
1,80,No,6,3,55,,Khushi Rathi
8,79,Yes,7,9,77,,Zayan Ali
2,98,Yes,7,0,74,,Ishaan Tripathi
3,43,Yes,6,7,23,,Sarah Joseph
5,71,No,4,4,56,,Harnoor Brar
3,41,No,7,7,18,,Ananya Joshi
7,85,No,8,5,76,,Isha Saxena
7,68,No,7,1,57,,Aaron Fernandes
2,41,Yes,4,6,13,,Navneet Dhillon
7,73,Yes,5,9,64,,Arjun Singh
6,66,No,5,8,54,,Nathan Gomes
9,99,Yes,5,6,97,,Manvir Sandhu
9,93,Yes,4,4,89,,Hannah Daniel
2,78,Yes,5,3,53,,Harnoor Brar
7,83,No,5,7,74,,Riya Sharma
5,77,Yes,4,5,61,,Grace DCosta
6,57,No,8,4,41,,Ayesha Fatima
1,75,No,7,6,48,,Rehan Siddiqui
7,58,No,4,2,48,,Aaron Fernandes
6,66,Yes,4,8,54,,Gurpreet Bedi
4,84,Yes,6,3,67,,Nathan Gomes
1,59,Yes,5,3,34,,Sarah Joseph
9,60,Yes,9,7,60,,Vivaan Mehta
4,62,No,8,5,46,,Faizan Ahmad
2,69,No,9,0,45,,Isha Saxena
8,64,No,6,1,56,,Harsimran Gill
2,70,Yes,8,8,49,,Simran Kaur
5,66,Yes,5,5,49,,Eliza Francis
6,73,Yes,9,6,65,,Imran Qureshi
8,47,No,5,8,39,,Manvir Sandhu
1,58,No,5,2,33,,Navneet Dhillon
1,80,Yes,7,4,55,,Jacob Mathew
4,65,No,8,4,50,,Meher Jahan
5,67,No,8,9,52,,Saanvi Patel
9,43,Yes,6,6,43,,Ethan Paul
7,70,Yes,4,1,58,,Lakshya Verma
7,55,No,5,3,45,,Aarav Sharma
8,90,Yes,5,3,81,,John DSouza
5,49,No,9,7,36,,Jasleen Bajwa
5,77,Yes,6,9,64,,Khushi Rathi
1,87,No,8,2,57,,Hina Parveen
9,49,Yes,7,1,46,,Ayaan Khan
6,84,Yes,8,8,76,,Ishaan Tripathi
9,48,Yes,7,3,43,,Harleen Kaur
3,78,No,7,8,58,,Kirandeep Grewal
5,75,No,8,5,61,,Ananya Joshi
2,90,Yes,9,0,72,,Zoya Khan
5,97,No,5,2,82,,Arjun Singh
8,75,No,7,6,69,,Krish Choudhary
2,58,Yes,9,8,35,,Rachel Pinto
8,99,Yes,6,7,91,,Hannah Daniel
4,58,Yes,6,4,40,,Zayan Ali
1,51,No,7,7,26,,Sana Qureshi
5,52,Yes,5,1,34,,Hannah Daniel
1,64,No,7,2,35,,Arjun Singh
7,75,No,6,7,67,,Harleen Kaur
8,64,No,6,8,60,,Vivaan Mehta
3,67,Yes,8,9,48,,Rehan Siddiqui
3,81,Yes,5,7,62,,Gurpreet Bedi
7,92,No,8,3,84,,Navneet Dhillon
4,78,No,9,5,67,,Ananya Joshi
3,69,Yes,9,4,50,,Manvir Sandhu
8,44,Yes,9,3,42,,Sana Qureshi
3,56,Yes,4,8,37,,Grace DCosta
7,57,Yes,9,9,50,,John DSouza
2,82,Yes,7,2,61,,Simran Kaur
1,86,Yes,8,0,61,,Ethan Paul
6,60,Yes,9,6,48,,Saanvi Patel
8,61,Yes,5,9,56,,Kirandeep Grewal
1,78,Yes,9,7,54,,Lakshya Verma
9,89,No,7,2,86,,Ayaan Khan
3,97,Yes,7,2,77,,Aaron Fernandes
3,96,Yes,7,5,77,,Faizan Ahmad
4,45,No,7,1,25,,Jacob Mathew
1,89,Yes,7,5,67,,Ayesha Fatima
9,55,Yes,5,4,51,,Isha Saxena
3,41,No,4,6,20,,Hina Parveen
4,90,Yes,6,8,74,,Krish Choudhary
1,40,No,4,8,12,,Jasleen Bajwa
4,96,No,6,0,78,,Meher Jahan
1,69,Yes,8,6,48,,Imran Qureshi
5,97,No,7,2,79,,Riya Sharma
5,82,No,8,3,66,,Zayan Ali
7,91,No,8,1,82,,Zoya Khan
8,76,No,6,0,67,,Harnoor Brar
4,87,Yes,5,9,75,,Khushi Rathi
7,62,No,7,2,52,,Eliza Francis
4,40,No,9,9,25,,Rachel Pinto
3,58,Yes,8,8,39,,Ishaan Tripathi
6,85,No,4,0,66,,Sarah Joseph
4,42,Yes,7,2,24,,Harsimran Gill
3,41,No,5,4,17,,Aarav Sharma
9,95,Yes,7,2,93,,Nathan Gomes
5,76,No,9,3,62,,Ishaan Tripathi
7,56,Yes,9,3,47,,Harsimran Gill
6,67,No,8,0,55,,Ayaan Khan
5,57,Yes,4,5,41,,Zoya Khan
7,72,Yes,8,6,67,,Eliza Francis
6,54,Yes,5,6,43,,Aaron Fernandes
2,61,Yes,6,5,42,,Sarah Joseph
3,80,Yes,9,6,64,,Nathan Gomes
2,66,No,4,2,42,,Vivaan Mehta
3,94,No,9,4,77,,Isha Saxena
1,76,Yes,5,6,52,,Zayan Ali
8,71,Yes,5,9,62,,Kirandeep Grewal
6,99,No,9,4,90,,Aarav Sharma
2,84,No,8,9,60,,Jacob Mathew
8,58,Yes,9,1,49,,Jasleen Bajwa
6,67,No,8,5,54,,Riya Sharma
7,67,Yes,9,6,61,,Ananya Joshi
1,95,Yes,8,1,67,,Grace DCosta
7,49,Yes,6,9,42,,Sana Qureshi
3,59,No,7,7,43,,Faizan Ahmad
8,64,Yes,7,4,58,,Manvir Sandhu
6,60,No,8,7,50,,Meher Jahan
4,53,No,8,2,34,,Lakshya Verma
8,61,No,6,1,51,,Imran Qureshi
9,92,No,7,6,89,,Arjun Singh
2,65,Yes,6,4,41,,Rehan Siddiqui
6,83,Yes,5,4,70,,John DSouza
5,50,No,9,7,35,,Hina Parveen
5,94,Yes,7,8,79,,Gurpreet Bedi
3,46,No,8,7,26,,Hannah Daniel
8,56,Yes,4,9,46,,Ethan Paul
8,57,Yes,5,1,51,,Saanvi Patel
5,46,Yes,9,9,30,,Rachel Pinto
8,95,Yes,4,6,88,,Krish Choudhary
8,59,Yes,6,4,55,,Ayesha Fatima
3,77,Yes,9,6,60,,Navneet Dhillon
2,50,No,6,2,26,,Harleen Kaur
9,83,Yes,6,3,85,,Simran Kaur
2,97,Yes,8,6,76,,Harnoor Brar
9,55,Yes,6,1,53,,Khushi Rathi
4,90,No,4,1,70,,Hina Parveen
2,94,Yes,5,0,64,,Harleen Kaur
1,66,Yes,8,0,41,,Ayaan Khan
4,90,Yes,5,0,73,,Nathan Gomes
9,50,No,6,5,47,,Meher Jahan
9,55,Yes,7,4,49,,Riya Sharma
4,62,No,9,9,53,,Ishaan Tripathi
9,99,No,8,7,95,,Aarav Sharma
6,98,Yes,6,4,87,,Hannah Daniel
1,51,Yes,8,0,26,,Sarah Joseph
6,98,No,7,7,89,,Gurpreet Bedi
9,79,No,4,5,73,,Navneet Dhillon
2,42,Yes,4,7,19,,Eliza Francis
6,41,Yes,9,1,33,,Rachel Pinto
2,99,No,4,9,75,,Jacob Mathew
4,77,No,7,7,59,,Krish Choudhary
8,87,No,5,5,79,,Faizan Ahmad
7,91,No,7,0,82,,Ayesha Fatima
9,63,Yes,7,0,58,,Arjun Singh
7,68,No,6,9,61,,Simran Kaur
1,86,Yes,4,4,59,,Sana Qureshi
2,85,No,8,6,63,,Jasleen Bajwa
6,73,No,9,3,60,,Lakshya Verma
7,59,Yes,5,9,55,,John DSouza
3,57,Yes,8,4,38,,Kirandeep Grewal
9,53,Yes,6,9,49,,Ethan Paul
7,57,Yes,6,2,48,,Isha Saxena
6,41,No,5,1,24,,Zayan Ali
6,40,Yes,8,1,27,,Rehan Siddiqui
1,59,Yes,5,4,34,,Saanvi Patel
5,73,Yes,5,3,59,,Imran Qureshi
3,80,No,4,1,60,,Harnoor Brar
7,80,No,8,4,75,,Khushi Rathi
3,87,Yes,4,9,67,,Grace DCosta
5,50,No,4,8,36,,Vivaan Mehta
7,66,No,9,7,60,,Ananya Joshi
3,62,Yes,4,8,43,,Harsimran Gill
2,77,No,7,8,52,,Zoya Khan
6,83,Yes,6,7,73,,Manvir Sandhu
8,42,Yes,6,8,36,,Aaron Fernandes
4,51,Yes,7,3,37,,Riya Sharma
9,69,No,5,7,66,,Zoya Khan
8,70,Yes,8,1,64,,Imran Qureshi
7,62,No,8,8,54,,Ayesha Fatima
7,40,No,8,8,31,,Jasleen Bajwa
3,80,No,4,2,59,,Isha Saxena
6,59,No,8,5,49,,Kirandeep Grewal
5,93,Yes,8,6,80,,Gurpreet Bedi
1,45,Yes,8,2,19,,Sana Qureshi
3,50,No,6,4,27,,Hannah Daniel
1,74,Yes,7,0,51,,Faizan Ahmad
4,43,No,9,2,25,,Krish Choudhary
3,68,No,5,7,48,,Ishaan Tripathi
4,98,Yes,7,2,82,,Zayan Ali
9,49,No,8,7,47,,Hina Parveen
3,90,Yes,5,8,70,,Saanvi Patel
6,68,No,5,5,57,,Vivaan Mehta
6,77,No,7,6,69,,Arjun Singh
7,40,No,7,5,32,,Aaron Fernandes
9,79,No,7,7,78,,Lakshya Verma
7,47,Yes,9,6,41,,Sarah Joseph
1,96,No,7,9,72,,Nathan Gomes
8,77,No,9,0,71,,Simran Kaur
5,56,Yes,4,2,44,,Rehan Siddiqui
9,58,No,6,2,57,,Rachel Pinto
5,72,No,9,2,57,,Harnoor Brar
5,54,No,6,3,41,,Aarav Sharma
2,84,No,8,0,62,,Jacob Mathew
3,70,No,4,1,48,,Grace DCosta
9,60,No,5,4,59,,Ethan Paul
7,42,Yes,7,5,34,,Ayaan Khan
1,41,No,8,8,17,,Khushi Rathi
3,74,Yes,5,1,54,,Manvir Sandhu
2,80,No,6,8,55,,Eliza Francis
1,98,Yes,5,6,73,,Harleen Kaur
9,55,Yes,7,8,50,,Ananya Joshi
8,95,Yes,7,3,91,,Navneet Dhillon
5,84,Yes,9,6,73,,Meher Jahan
2,90,No,9,0,70,,Harsimran Gill
1,98,No,6,7,74,,John DSouza
7,89,No,7,6,86,,Ishaan Tripathi
2,60,Yes,4,6,34,,Hina Parveen
1,51,Yes,8,1,25,,Khushi Rathi
2,67,Yes,6,9,47,,Aaron Fernandes
7,51,Yes,6,8,45,,Sana Qureshi
7,72,Yes,5,7,62,,Riya Sharma
6,59,Yes,6,0,49,,Aarav Sharma
5,79,Yes,8,0,62,,Faizan Ahmad
3,88,No,4,4,65,,Jasleen Bajwa
3,60,Yes,5,1,40,,Manvir Sandhu
9,99,No,8,0,97,,Harsimran Gill
4,91,No,9,9,79,,Saanvi Patel
9,93,Yes,6,7,93,,Harleen Kaur
4,78,Yes,7,3,60,,Imran Qureshi
2,80,Yes,9,1,61,,Ayesha Fatima
4,88,Yes,7,4,73,,Jacob Mathew
6,98,No,8,5,89,,Kirandeep Grewal
6,81,Yes,4,7,71,,Arjun Singh
5,75,No,7,6,61,,Nathan Gomes
1,61,Yes,8,6,39,,Rehan Siddiqui
3,65,No,5,0,44,,Rachel Pinto
5,46,No,6,2,32,,Krish Choudhary
6,46,No,4,2,35,,Ananya Joshi
1,47,No,4,6,20,,John DSouza
9,65,No,5,1,62,,Zoya Khan
3,63,Yes,4,9,42,,Simran Kaur
3,63,Yes,8,6,43,,Lakshya Verma
2,79,Yes,4,8,56,,Navneet Dhillon
8,87,No,4,0,79,,Ayaan Khan
3,51,Yes,4,1,30,,Isha Saxena
6,86,No,8,5,73,,Meher Jahan
2,47,No,9,1,25,,Sarah Joseph
7,93,Yes,6,1,84,,Harnoor Brar
4,48,No,7,4,27,,Vivaan Mehta
9,42,Yes,9,6,41,,Gurpreet Bedi
9,93,No,4,3,92,,Hannah Daniel
7,60,Yes,5,5,53,,Grace DCosta
8,70,No,5,2,63,,Ethan Paul
3,87,Yes,8,3,67,,Eliza Francis
5,86,Yes,6,3,74,,Zayan Ali
2,63,No,4,3,37,,Isha Saxena
7,43,No,8,0,33,,Harsimran Gill
8,59,No,7,3,58,,Nathan Gomes
9,55,Yes,6,3,55,,Rachel Pinto
7,49,Yes,6,5,40,,Ayesha Fatima
8,82,No,8,8,79,,Jasleen Bajwa
9,65,Yes,9,9,68,,John DSouza
6,68,Yes,5,5,57,,Sana Qureshi
2,44,No,9,5,20,,Navneet Dhillon
2,50,Yes,6,6,28,,Ananya Joshi
4,68,Yes,5,6,50,,Ayaan Khan
9,84,Yes,6,0,80,,Krish Choudhary
7,54,No,6,7,44,,Meher Jahan
2,45,Yes,6,0,19,,Vivaan Mehta
8,87,No,7,8,81,,Simran Kaur
7,54,Yes,5,3,46,,Ishaan Tripathi
9,82,Yes,7,8,83,,Ethan Paul
8,59,Yes,5,7,58,,Riya Sharma
3,73,Yes,7,8,53,,Arjun Singh
1,99,Yes,7,5,73,,Hina Parveen
2,99,No,7,8,79,,Eliza Francis
2,41,Yes,8,3,15,,Gurpreet Bedi
4,83,Yes,7,2,62,,Rehan Siddiqui
6,55,Yes,9,2,46,,Manvir Sandhu
4,58,Yes,9,7,41,,Harleen Kaur
9,73,No,6,1,68,,Saanvi Patel
4,88,Yes,4,5,72,,Zoya Khan
6,53,Yes,7,8,43,,Kirandeep Grewal
6,63,Yes,4,8,51,,Imran Qureshi
1,67,Yes,4,7,38,,Grace DCosta
8,87,No,6,7,80,,Aaron Fernandes
3,71,No,4,0,48,,Hannah Daniel
6,76,Yes,4,6,63,,Khushi Rathi
3,49,Yes,9,0,31,,Lakshya Verma
2,88,Yes,4,8,66,,Jacob Mathew
5,84,Yes,5,2,69,,Sarah Joseph
1,87,Yes,7,0,62,,Zayan Ali
9,48,No,7,7,49,,Harnoor Brar
7,63,No,4,6,54,,Aarav Sharma
3,75,Yes,6,1,57,,Faizan Ahmad
4,95,Yes,5,6,77,,Zoya Khan
6,68,Yes,6,4,56,,Saanvi Patel
3,99,No,6,6,79,,Kirandeep Grewal
7,68,Yes,4,9,60,,Ayaan Khan
6,97,Yes,8,6,88,,Rehan Siddiqui
9,87,No,4,1,83,,Navneet Dhillon
5,62,No,9,1,43,,Isha Saxena
4,66,Yes,8,6,48,,Ananya Joshi
3,70,Yes,5,2,50,,Ishaan Tripathi
1,82,Yes,8,3,61,,Nathan Gomes
3,46,Yes,4,6,24,,Grace DCosta
3,88,No,4,1,71,,Jasleen Bajwa
7,93,No,6,1,81,,Harsimran Gill
7,84,Yes,4,8,76,,Khushi Rathi
1,43,No,9,0,17,,Harleen Kaur
3,53,Yes,4,2,30,,Lakshya Verma
8,81,No,7,9,78,,Faizan Ahmad
9,81,Yes,7,3,78,,Meher Jahan
7,49,Yes,6,4,37,,Eliza Francis
7,98,No,8,2,86,,Manvir Sandhu
8,83,No,8,8,77,,Sana Qureshi
6,73,No,7,4,63,,Vivaan Mehta
3,65,No,9,6,46,,Imran Qureshi
1,62,No,5,6,38,,Harnoor Brar
7,48,Yes,9,8,41,,Riya Sharma
1,76,Yes,7,1,51,,Ayesha Fatima
1,47,No,9,2,24,,Ethan Paul
9,92,Yes,5,3,88,,Aaron Fernandes
7,53,Yes,8,7,50,,Krish Choudhary
4,46,Yes,7,0,30,,Aarav Sharma
6,46,Yes,4,8,32,,Hannah Daniel
1,48,No,5,4,18,,Gurpreet Bedi
7,42,Yes,5,3,29,,Rachel Pinto
6,53,Yes,5,7,41,,Zayan Ali
4,56,Yes,8,8,37,,Arjun Singh
7,89,Yes,9,2,85,,Sarah Joseph
3,83,No,6,3,67,,Jacob Mathew
1,61,Yes,4,0,30,,Hina Parveen
4,85,Yes,7,2,69,,John DSouza
3,65,Yes,9,9,43,,Simran Kaur
1,97,No,5,4,72,,Faizan Ahmad
2,67,No,8,7,47,,Ethan Paul
5,84,Yes,5,0,69,,Krish Choudhary
8,53,Yes,9,0,48,,Ishaan Tripathi
1,48,No,7,2,20,,Navneet Dhillon
4,90,Yes,4,8,73,,Meher Jahan
4,65,No,5,8,49,,Harsimran Gill
5,41,Yes,8,0,26,,Zayan Ali
7,50,Yes,8,3,44,,John DSouza
8,56,No,6,7,49,,Jasleen Bajwa
6,73,Yes,8,1,61,,Sarah Joseph
1,58,Yes,6,3,28,,Rehan Siddiqui
7,78,Yes,4,6,74,,Ayaan Khan
3,57,No,7,6,33,,Ananya Joshi
6,52,No,6,4,42,,Aaron Fernandes
8,44,Yes,5,6,39,,Eliza Francis
7,89,Yes,9,5,82,,Isha Saxena
6,62,Yes,5,1,48,,Gurpreet Bedi
9,97,Yes,7,8,95,,Khushi Rathi
9,95,No,8,4,92,,Lakshya Verma
1,63,No,9,1,36,,Ayesha Fatima
1,68,No,5,5,37,,Hannah Daniel
1,87,Yes,9,9,65,,Imran Qureshi
8,86,Yes,6,4,82,,Grace DCosta
7,47,No,7,1,37,,Riya Sharma
3,65,Yes,5,9,45,,Saanvi Patel
2,54,Yes,8,9,34,,Harleen Kaur
4,96,No,9,6,78,,Manvir Sandhu
3,40,Yes,8,9,18,,Hina Parveen
7,67,No,9,1,59,,Sana Qureshi
8,88,Yes,5,6,82,,Aarav Sharma
6,86,Yes,7,5,75,,Jacob Mathew
3,85,Yes,4,3,65,,Kirandeep Grewal
6,53,Yes,5,3,40,,Simran Kaur
2,81,Yes,8,5,60,,Rachel Pinto
7,73,No,4,8,67,,Harnoor Brar
